"0:04","시작했어요 아니고 했어요 왜 왜요 내일 스 말씀"
"0:10","말씀하세요 해도 돼요네 내일 여기 들어가도 되면 응 어"
"0:17","상관없죠 7시까지는 가야 돼요 저녁 7시 저희 그 전에 계획은 그전에 시간 많으니까"
"0:24","여유가 있으니까 아무때나 방 그전에"
"0:30","아 할 거면은 언제쯤 하고 싶은지 그냥 대략만 알려주 아 예 그 그러면"
"0:37","다다시 말씀해 주시면은 아 내일 시간을 몇 시 7 시까지 7시까지만"
"0:43","라데팡스 가면 되니까 수영장 거기에 가면 되니까 저녁 7시 예 그러니까 그전에 아무"
"0:50","때나 한번 나갔다 오면 될 거 같거든요 그거를 시간은 배 가이드 분한테 내 스탠바이를 몇시 해 달라고"
"0:56","좀 얘기 해야되 그거를 님이 그 정해주세요 제가 그냥 정해진 대로"
"1:02","따라갈게 제가 내일 그 수영 응원 가는데요 수 수영 응원 가기 전에"
"1:10","여기서 좀 할 수 있는게 뭐가 있을까 이제 생각을 했는데요음 그 경기장 주변에 어떤"
"1:17","분위기나 이런 것들 좀 보여 드리면 좋을 것 같아 가지고 내일 야외 야방을 좀 할 것"
"1:24","같습니다 아저 웃슨 이제 코난처럼 우리사이로 님 1개월 전기 구독"
"1:29","감사합니다 그리고 지금은 사실 뭐 제대로 된 막 엄청나게 뭐 각잡힌"
"1:35","방송은 아니고 그 개회식 하기 전에 뭐 좀 붐업 하는 의미도 있고"
"1:41","여러분들하고 좀 소통도 하고 뭐 올림픽을 좀 알아보는 좀 그런 시간을 좀 가질 것"
"1:49","같습니다 떨릴게 없는 게요 사실 그 개회식 하면은 거기서 이제 정식"
"1:54","중계진 분들이 이제 중계를 하실 거예요 그래서 이제 배성제 캐스터 님하고 그냥 좀 약간 가치 보기"
"2:01","느낌이라고 보시면 될 거 같아요 프랑스 에어컨 나와요"
"2:07","어 저 있는 숙소는 에어컨이 없거든요 근데 에어컨이 없는 이유가"
"2:13","있어요 없어도 창문 열면은 시원합니다 그리고 여기는 지금 보면서"
"2:19","느낀 건데 그게 없어요 그 방충망이"
"2:24","없어요 그래서 밤에 문을 못 아니 그 창문을 못 열어요"
"2:31","어 방충만 없어서 그러니까 밤에는 이제 빛 보고 들어오잖아 벌레가"
"2:36","그래서 열면은 이제 막 모기들이 들어와요 그리고 골판지 침대가 실제로"
"2:45","침대가 골판지로 돼 있고 조금 그 퍽퍽 쳐"
"2:52","봤거든요 박님 기 구독 감사합니다 퍽퍽 쳐봤는데 어 푹푹 들어가"
"3:02","좀 약간 불안하긴 하지만 얼추 내 몸뚱아리는 어 얘가 유지를 좀"
"3:08","한다 숙소를 다음에 한번 숙소 구경을 한번 시켜 드릴까요 그 휴대폰으로 켜"
"3:14","가지고 되게 잘 돼 있어요 2인실인데 제가 쓰데 2인 1인데요 방이 좁고"
"3:20","공용 공간이 넓어요 그리고 화장실이 두 개로 나져 있는데 샤워하는데"
"3:27","샤워랑 이제 세면대가 있 데가 따로 변기만 따로 있어요"
"3:35","생뚱맞게 아프리카 미리 보기는 남는지 않줄 잘 모르겠습니다 이게 화면이 아프리카 그 중계 화면으로 바로하는게"
"3:41","아니고 어 저희가 이제 현지에서 IBC 받는 영상을 그대로"
"3:50","조합해 가지고 보내는 거기 때문에 실제 중개 화면하고 조금 달라요 해설진에 지금 이게 어"
"3:58","어떤식이냐면 설 살짝 드리면 아 오늘 아프리카만 합니다"
"4:05","아마 그 중계권이 다른 그 플랫폼에 없어"
"4:11","가지고 아 안 켰네 안 켰네 어 좋아 좋아 큰일날 뻔했다 녹화를"
"4:19","안했어 자 이제 녹화까지 떴고 지금 녹화 한번 확인만 녹화 떴어 지금"
"4:26","떴어 경로까지 한번만 확인해 예 경로 로네 황정선 1님 1개월 전기 구독"
"4:37","감사합니다네 아 됐어요 감합 예 오케이 아 제가 큰일날 뻔했네 녹화를 안 띄울"
"4:44","뻔했네 잠깐만요 두 개"
"4:54","같더냐 이게 왜 두 개가 뜨지"
"5:13","개 뜬다 저장하는게 두 개가 떠요 여기 다 지워야 돼요 혹시 저장하는"
"5:18","거 두 개 된다 그러니까 이게 지금 봐봐요 후원 후원 창이 여기 있잖아요 후원 창이 지금 여기 있잖아요네 두"
"5:26","개 갔다요 아 그러면은 여기 다 지우세요네"
"5:37","여기 세 개네 세 개 봤네네 맞습니다 채팅 창도"
"5:43","추억이었고네지 나오니까 예 오케이 지금 가상 카메라 그 토니 바퀴 한 번만"
"5:48","눌러서 거기 말고요 옆에 거 예 이따가 요거네 이다가 럼 장면"
"5:56","장면에서 캠 원본 그래서 캠 원본 알습니다 아 구독 감사합니다"
"6:02","고맙습니다 지금 아니 저희가 따로 캠 버전만 있는 거를 저장을 하려고 어"
"6:10","지금 OBS 두 개를 켰어요"
"6:16","그래가지고 저 무슨 얘기하다 말았죠 아 이거 지금 어떻게 되는 거냐면 이게 어 중계 실제 그"
"6:26","SBS 정식 해설 위원님들이 중계를 할 거 아니야 그럼 이제 우리가 그 영상을 보고 이제"
"6:33","같이 보면서 뭐 우리가 뭐 이러쿵저러쿵 이제 천원을 하게할"
"6:38","거예요 마치 뭐 LCK 그은 LCK 정식 중계진이 목소리가 나오는데 뭐"
"6:44","그 같이 보는 사람이 뭐 이제 멘트도 하고 하잖아요 그 그런 느낌으로 할 텐데 이게 문제가 뭐냐면은 문제가"
"6:52","뭐냐면은 자 이거를 여기서 영상을 따 가지고 목동으로 보내요 목동에서 이제"
"6:58","조합을 할 거 아니냐 막 여러 가지 지도 붙이고 뭐 SBS 붙이고 뭐 붙이고 이렇게 할 거 아니에요 그러면"
"7:03","그거를 여러분들이 볼 텐데 내가 그걸 보려면 다시 그걸 또 갖고 와서 빠리로 갖고 와서 그걸 또 봐야 돼"
"7:08","보고 해야 할 거 아니에요 그러면은 세상에서 제일 느린 중계가 되는"
"7:15","거야 왔다 가는 거니까 한국 여기서 맞 찍은 거 한국에 보내서 포장하고"
"7:20","포장해서 다시 와서 그걸 보면서 하려면은 세상에서 가장 느린 중계가 되는데 그걸 안 하려고 이제"
"7:26","내부적으로 이제 어떻게 했냐면 여기서 여기서 영상 현재에서 영상하고 여기서"
"7:34","직접 그 하는 해설하고 목소리를 합쳐 가지고 합쳐서 우리한테 보내주면 우리가 그걸 보고하는 거라서"
"7:41","실제 어 여러분들이 그 TV 보시는 중계 그 화면하고 조금 다를 수 있다"
"7:48","뭐 시지나 이런 것들이 안 들어간 상태로 해설진의 목소리와 어 여기서 나오는 그 영상하고 합쳐서 나오니까"
"7:55","그게 좀 약간 다를 수 있다 그래서 아마 방에 비님이 실제 지금"
"8:01","들어가시네요 예 지금 들어가셔서 어 그 tv 중계 개회식 중계 이제 들어가실 것"
"8:09","같습니다 저는 일 좀 약간 일찍 킨 거고요 어 지금 현지 시각으로 이제"
"8:15","6시 9분인 현재 시각으로 8시에 시작하니까 어 여러분들 이제 한국 시각으로는"
"8:23","새벽 시죠 저는 이제 좀 그 전에 뭐 계회 시기란 무엇이냐 뭐 여기 지금 빨이"
"8:31","어떤 분위기냐 뭐 혹은 여기에 뭐 어떤 어떤 종목들이 어떤 장소에서"
"8:37","하느냐 뭐 이런 것들 그냥 좀 같이 알아보면서 좀 시간 보내고 어 새벽"
"8:44","2시 반에 어 배성제 캐스터님 오셔 가지고 개회식 전에 한 30분 동안"
"8:49","좀 얘기 좀 하다가 어 그렇게 해서 들어갈 것 같습니다 그래서"
"8:56","여기 무슨 얘기하다 받았지 그 숙수"
"9:01","어 그 나중에 한번 그 스마트폰으로 해 가지고 한번 보여"
"9:07","드리도록 하겠습니다 오늘은 뭐 했냐면요"
"9:15","오늘은 그 낮에 잠깐 그 방송 했었잖아요 그니까 한국에서는 이제"
"9:21","저녁이죠 저녁에 저희 그 테스트 방송 한번 했었고 한 다음에 그때가 이제 저희가 이제 점심 때였거든요"
"9:27","점심 그래가지고 이제 2시쯤에가 가지고 [음악]"
